product_id,location_id,Metric,Value
P002,L01,RMSE,25.337074335297604
P002,L01,MAPE,22.89368908910619
P002,L02,MAE,17.47171191315206
P002,L02,RMSE,23.300453701607182
P002,L02,MAPE,25.010099599680093
P002,L03,MAE,15.316382978224864
P002,L03,RMSE,21.990810728560025
P002,L03,MAPE,24.047988787527117
P002,L04,MAE,13.888971727829732
P002,L04,RMSE,17.2653387047801
P002,L04,MAPE,22.012862219961843
P002,L05,MAE,14.690906725731972
P002,L05,RMSE,18.197422699910963
P002,L05,MAPE,24.206296213152143
P002,L06,MAE,13.49773657618554
P002,L06,RMSE,17.94621182678688
P002,L06,MAPE,20.82358999600819
P002,L07,MAE,13.578896472120144
P002,L07,RMSE,18.756942631104142
P002,L07,MAPE,16.59257945236135
P002,L08,MAE,14.258297515659985
P002,L08,RMSE,17.396073123351798
P002,L08,MAPE,24.257288913065274
P002,L09,MAE,12.088066157240865
P002,L09,RMSE,17.774549860772403
P002,L09,MAPE,20.044221067270275
P002,L10,MAE,15.240990229567483
P002,L10,RMSE,20.92568851451089
P002,L10,MAPE,22.135658686805314
P002,L11,MAE,16.956238083216494
P002,L11,RMSE,22.94416647946248
P002,L11,MAPE,26.111245027022377
P002,L12,MAE,16.122307699397986
P002,L12,RMSE,20.425237361874274
P002,L12,MAPE,25.01553806840831
P002,L13,MAE,12.87948600498297
P002,L13,RMSE,16.32337608993566
P002,L13,MAPE,22.68335039719272
P002,L14,MAE,10.272238763010442
P002,L14,RMSE,13.10295609472142
P002,L14,MAPE,16.924179025823655
P002,L15,MAE,14.678364875843053
P002,L15,RMSE,18.90578404167422
P002,L15,MAPE,20.249229170988418
P002,L16,MAE,17.601828482130365
P002,L16,RMSE,23.406341185605065
P002,L16,MAPE,25.12627402245471
P002,L17,MAE,13.328899666025166
P002,L17,RMSE,20.98659858772134
P002,L17,MAPE,16.59828169903974
P002,L18,MAE,13.93114613909319
P002,L18,RMSE,21.829631957825413
P002,L18,MAPE,17.03426391552088
P002,L19,MAE,14.008785317255949
P002,L19,RMSE,16.54804024590547
P002,L19,MAPE,25.362299341960526
P002,L20,MAE,13.157424394635568
P002,L20,RMSE,19.131703342250493
P002,L20,MAPE,22.36092797932937
P003,L01,MAE,14.498681805775703
P003,L01,RMSE,17.75929202247359
P003,L01,MAPE,24.842214647033106
P003,L02,MAE,17.418699869130332
P003,L02,RMSE,20.631707261506754
P003,L02,MAPE,24.723992621277034
P003,L03,MAE,13.011217262765923
P003,L03,RMSE,16.849762101529183
P003,L03,MAPE,22.241196046241548
P003,L04,MAE,10.980424195085927
P003,L04,RMSE,12.40741042084717
P003,L04,MAPE,20.150488133352564
P003,L05,MAE,14.825052761011936
P003,L05,RMSE,17.56409767225755
P003,L05,MAPE,23.143579428748467
P003,L06,MAE,14.601174815131351
P003,L06,RMSE,20.187961256201874
P003,L06,MAPE,20.555043469591293
P003,L07,MAE,14.73178391015772
P003,L07,RMSE,19.04778511887869
P003,L07,MAPE,21.218736552475168
P003,L08,MAE,11.796754257452541
P003,L08,RMSE,14.465970235694364
P003,L08,MAPE,22.552010720855666
P003,L09,MAE,17.28102473556731
P003,L09,RMSE,22.856554376713856
P003,L09,MAPE,24.739257946296544
P003,L10,MAE,17.041888186163614
P003,L10,RMSE,21.424894873797516
P003,L10,MAPE,25.174993702952058
P003,L11,MAE,11.868261240291032
P003,L11,RMSE,15.188447490676502
P003,L11,MAPE,19.171712330915945
P003,L12,MAE,13.644227992312361
P003,L12,RMSE,20.03915386532595
P003,L12,MAPE,19.15711195108914
P003,L13,MAE,14.000010319841516
P003,L13,RMSE,19.025654746020887
P003,L13,MAPE,18.822093093167723
P003,L14,MAE,14.802099764221134
P003,L14,RMSE,19.29481430146445
P003,L14,MAPE,22.04095412171616
P003,L15,MAE,15.092103734414268
P003,L15,RMSE,22.273950068241632
P003,L15,MAPE,17.416145859353787
P003,L16,MAE,8.259093302368694
P003,L16,RMSE,10.54234565059014
P003,L16,MAPE,15.773456939176327
P003,L17,MAE,12.233104491727772
P003,L17,RMSE,14.400732249651522
P003,L17,MAPE,20.825179128771403
P003,L18,MAE,15.711082542353365
P003,L18,RMSE,20.224317852794375
P003,L18,MAPE,24.971463925976124
P003,L19,MAE,15.149739809997065
P003,L19,RMSE,20.248634571042054
P003,L19,MAPE,27.116944064944605
P003,L20,MAE,10.863671880887285
P003,L20,RMSE,14.686160911249898
P003,L20,MAPE,18.71003885732449
P004,L01,MAE,15.634612576139139
P004,L01,RMSE,21.025843511382526
P004,L01,MAPE,19.903641651357912
P004,L02,MAE,13.061247781173341
P004,L02,RMSE,15.784289561665918
P004,L02,MAPE,22.075631438207445
P004,L03,MAE,12.328603827960064
P004,L03,RMSE,15.718014829125858
P004,L03,MAPE,19.57026205066158
P004,L04,MAE,15.034433897749368
P004,L04,RMSE,19.531195610984593
P004,L04,MAPE,25.275615828087318
P004,L05,MAE,15.613224128831604
P004,L05,RMSE,20.804308846862398
P004,L05,MAPE,25.26316879422255
P004,L06,MAE,12.594717264158486
P004,L06,RMSE,17.887732743956892
P004,L06,MAPE,19.453068352008746
P004,L07,MAE,10.532474662584574
P004,L07,RMSE,13.082018901369768
P004,L07,MAPE,16.6746969458929
P004,L08,MAE,11.40526920148002
P004,L08,RMSE,13.740907299046146
P004,L08,MAPE,19.486905804894086
P004,L09,MAE,14.841699862841077
P004,L09,RMSE,19.14653968936744
P004,L09,MAPE,25.56837709412213
P004,L10,MAE,15.180241313336122
P004,L10,RMSE,19.653389305966645
P004,L10,MAPE,23.056518062388395
P004,L11,MAE,11.416350650505905
P004,L11,RMSE,15.406595104145563
P004,L11,MAPE,18.8157784283579
P004,L12,MAE,14.277581336275665
P004,L12,RMSE,19.073109313889372
P004,L12,MAPE,21.04147489324068
P004,L13,MAE,12.60560865358105
P004,L13,RMSE,14.975120340394197
P004,L13,MAPE,22.75487312583483
P004,L14,MAE,8.795554216772622
P004,L14,RMSE,11.43639805145392
P004,L14,MAPE,17.640427030409313
P004,L15,MAE,10.18630903675514
P004,L15,RMSE,11.77657055314357
P004,L15,MAPE,19.700392604566616
P004,L16,MAE,14.010403495152454
P004,L16,RMSE,18.424001226809374
P004,L16,MAPE,25.514320217752157
P004,L17,MAE,14.300444601840887
P004,L17,RMSE,18.74009265835474
P004,L17,MAPE,19.7882238841292
P004,L18,MAE,14.141654765233186
P004,L18,RMSE,22.706922808453026
P004,L18,MAPE,16.729253843578753
P004,L19,MAE,14.942133151653353
P004,L19,RMSE,20.05657099391823
P004,L19,MAPE,21.69998583618237
P004,L20,MAE,15.371111107803358
P004,L20,RMSE,20.72366498941436
P004,L20,MAPE,21.565425574396823
P005,L01,MAE,18.260658713589585
P005,L01,RMSE,25.858373904697753
P005,L01,MAPE,20.470047932259288
P005,L02,MAE,11.45571009078538
P005,L02,RMSE,16.204467292847124
P005,L02,MAPE,17.85927551286532
P005,L03,MAE,11.735138336975684
P005,L03,RMSE,14.550081206543771
P005,L03,MAPE,22.19313743018047
P005,L04,MAE,15.220611988978044
P005,L04,RMSE,20.015503171841697
P005,L04,MAPE,23.44246983466381
P005,L05,MAE,17.965147325592238
P005,L05,RMSE,22.997086907257838
P005,L05,MAPE,24.43238994207952
P005,L06,MAE,14.55406247163762
P005,L06,RMSE,21.270286144599243
P005,L06,MAPE,20.42288874973604
P005,L07,MAE,16.80275916950164
P005,L07,RMSE,25.150376006816554
P005,L07,MAPE,18.542611788339155
P005,L08,MAE,11.366559747911746
P005,L08,RMSE,14.707783218785673
P005,L08,MAPE,19.397864951797224
P005,L09,MAE,12.68463202576548
P005,L09,RMSE,17.45340349111767
P005,L09,MAPE,19.645117197269926
P005,L10,MAE,14.455293415489779
P005,L10,RMSE,21.789653464911332
P005,L10,MAPE,19.786416035980885
P005,L11,MAE,12.936400870154992
P005,L11,RMSE,14.639334853004605
P005,L11,MAPE,26.794850507966412
P005,L12,MAE,12.313563083994223
P005,L12,RMSE,15.595391059178617
P005,L12,MAPE,20.369147091650614
P005,L13,MAE,14.944022844514844
P005,L13,RMSE,19.145039677325133
P005,L13,MAPE,22.85406865795483
P005,L14,MAE,14.70971467677422
P005,L14,RMSE,17.93339289208573
P005,L14,MAPE,25.51297707442513
P005,L15,MAE,14.296985234414702
P005,L15,RMSE,18.154147961243904
P005,L15,MAPE,27.105510116822586
P005,L16,MAE,15.148085378539289
P005,L16,RMSE,22.80385106496487
P005,L16,MAPE,22.31412656928789
P005,L17,MAE,11.631202156920947
P005,L17,RMSE,15.412810957365956
P005,L17,MAPE,18.256402397738402
P005,L18,MAE,14.957184405768297
P005,L18,RMSE,19.734045062371983
P005,L18,MAPE,22.96127196435079
P005,L19,MAE,9.246712144082412
P005,L19,RMSE,11.983240495269746
P005,L19,MAPE,14.73163423078963
P005,L20,MAE,11.085548164170145
P005,L20,RMSE,14.47576594179227
P005,L20,MAPE,18.13499849317797
P006,L01,MAE,17.376600630069213
P006,L01,RMSE,23.033191241795908
P006,L01,MAPE,27.581160765951413
P006,L02,MAE,17.80444452157217
P006,L02,RMSE,25.055091039741214
P006,L02,MAPE,19.64214381820535
P006,L03,MAE,9.957527755057605
P006,L03,RMSE,12.01112154755197
P006,L03,MAPE,17.974551594771874
P006,L04,MAE,15.914240385564709
P006,L04,RMSE,18.618485590722234
P006,L04,MAPE,29.408840451009453
P006,L05,MAE,14.760137356171759
P006,L05,RMSE,20.95732661759373
P006,L05,MAPE,16.597792410318792
P006,L06,MAE,15.82321900951885
P006,L06,RMSE,20.500038229417385
P006,L06,MAPE,23.056427414189454
P006,L07,MAE,11.05471024511514
P006,L07,RMSE,14.771473860089053
P006,L07,MAPE,17.80244577341098
P006,L08,MAE,17.745120873215093
P006,L08,RMSE,22.694132613127405
P006,L08,MAPE,22.968664812856034
P006,L09,MAE,14.3237821520575
P006,L09,RMSE,20.074983320587037
P006,L09,MAPE,20.08866339744457
P006,L10,MAE,16.393433929043674
P006,L10,RMSE,21.71739204759746
P006,L10,MAPE,18.888328208312593
P006,L11,MAE,14.778990709004429
P006,L11,RMSE,19.352424480881176
P006,L11,MAPE,21.768484940548312
P006,L12,MAE,11.073846614322523
P006,L12,RMSE,14.192600157186202
P006,L12,MAPE,18.729479150744677
P006,L13,MAE,12.884606482498999
P006,L13,RMSE,18.798889753328485
P006,L13,MAPE,20.377830114782018
P006,L14,MAE,12.941669058652504
P006,L14,RMSE,17.932660623726797
P006,L14,MAPE,19.672499977160342
P006,L15,MAE,10.98913377261431
P006,L15,RMSE,12.999357891620646
P006,L15,MAPE,17.43851562739323
P006,L16,MAE,15.094639265746215
P006,L16,RMSE,21.294533561180693
P006,L16,MAPE,21.584927709418228
P006,L17,MAE,14.829489871555445
P006,L17,RMSE,19.817979160322768
P006,L17,MAPE,20.901357597751584
P006,L18,MAE,14.814668516340587
P006,L18,RMSE,18.239400150661996
P006,L18,MAPE,23.27715281323496
P006,L19,MAE,14.16447397283733
P006,L19,RMSE,16.735579620000447
P006,L19,MAPE,23.680072691117132
P006,L20,MAE,17.590722528163734
P006,L20,RMSE,22.54110424473932
P006,L20,MAPE,23.17121035298504
P007,L01,MAE,12.190728302650829
P007,L01,RMSE,16.069644135923706
P007,L01,MAPE,18.444263684587703
P007,L02,MAE,15.197889923005619
P007,L02,RMSE,20.116393918380584
P007,L02,MAPE,21.196104825270027
P007,L03,MAE,20.210679019815604
P007,L03,RMSE,24.890989873614213
P007,L03,MAPE,23.91993953870481
P007,L04,MAE,11.229235207658698
P007,L04,RMSE,15.353350817493094
P007,L04,MAPE,19.03399031150291
P007,L05,MAE,16.10595808225009
P007,L05,RMSE,21.384703787210018
P007,L05,MAPE,23.689258078997515
P007,L06,MAE,14.82136277755807
P007,L06,RMSE,22.37391967094005
P007,L06,MAPE,19.103655056829506
P007,L07,MAE,16.21221236287088
P007,L07,RMSE,21.292964454964153
P007,L07,MAPE,23.978142498607937
P007,L08,MAE,10.722830026216036
P007,L08,RMSE,13.925404193880759
P007,L08,MAPE,19.831407702137057
P007,L09,MAE,17.760079442047974
P007,L09,RMSE,23.829644146381664
P007,L09,MAPE,27.480636227114037
P007,L10,MAE,12.306684275175993
P007,L10,RMSE,15.699016430659038
P007,L10,MAPE,24.56505273357537
P007,L11,MAE,14.711097550925631
P007,L11,RMSE,23.092002176297868
P007,L11,MAPE,16.922463759481108
P007,L12,MAE,12.73152940332546
P007,L12,RMSE,14.827146930249722
P007,L12,MAPE,24.06496712208315
P007,L13,MAE,17.786035378829677
P007,L13,RMSE,23.779246277624736
P007,L13,MAPE,23.67067678344764
P007,L14,MAE,14.75401413166448
P007,L14,RMSE,20.2703129671294
P007,L14,MAPE,20.647974186511615
P007,L15,MAE,14.964788063049616
P007,L15,RMSE,20.207688102827895
P007,L15,MAPE,21.532739386251393
P007,L16,MAE,15.310489358612282
P007,L16,RMSE,19.004618653672704
P007,L16,MAPE,23.462615852264687
P007,L17,MAE,14.341486076835595
P007,L17,RMSE,18.444087465735702
P007,L17,MAPE,21.02847567719724
P007,L18,MAE,15.324677828049676
P007,L18,RMSE,20.331776261278563
P007,L18,MAPE,22.24610829980092
P007,L19,MAE,16.16183240730469
P007,L19,RMSE,22.212341867401815
P007,L19,MAPE,21.206030900383936
P007,L20,MAE,11.564531760171283
P007,L20,RMSE,16.955770325868492
P007,L20,MAPE,19.398274300657153
P008,L01,MAE,10.801158274330684
P008,L01,RMSE,12.061883465796482
P008,L01,MAPE,20.26702464079842
P008,L02,MAE,14.769969829809495
P008,L02,RMSE,20.174966431756378
P008,L02,MAPE,19.55250351988617
P008,L03,MAE,17.675169134237738
P008,L03,RMSE,22.052743323969988
P008,L03,MAPE,29.81354423792762
P008,L04,MAE,13.695657408639299
P008,L04,RMSE,16.304609327890134
P008,L04,MAPE,22.27624736619305
P008,L05,MAE,11.430124716384405
P008,L05,RMSE,16.7494846547316
P008,L05,MAPE,18.148966002622096
P008,L06,MAE,17.511956823462423
P008,L06,RMSE,22.932947199469872
P008,L06,MAPE,27.045368358432704
P008,L07,MAE,16.030824957907168
P008,L07,RMSE,20.940329167290187
P008,L07,MAPE,21.891132684788772
P008,L08,MAE,10.661565228245202
P008,L08,RMSE,12.604869070169672
P008,L08,MAPE,21.878921014177397
P008,L09,MAE,16.61625539089603
P008,L09,RMSE,22.428116233516718
P008,L09,MAPE,27.456512791677568
P008,L10,MAE,15.23439596415618
P008,L10,RMSE,19.94108086724944
P008,L10,MAPE,23.30484271810859
P008,L11,MAE,15.298565276700419
P008,L11,RMSE,18.96022022673139
P008,L11,MAPE,24.44660101361879
P008,L12,MAE,11.554750184109105
P008,L12,RMSE,14.294000335567985
P008,L12,MAPE,23.016899210428175
P008,L13,MAE,13.121939612083763
P008,L13,RMSE,17.645131858025824
P008,L13,MAPE,19.561232054217925
P008,L14,MAE,11.097327983669876
P008,L14,RMSE,12.482530881053012
P008,L14,MAPE,21.390322024641193
P008,L15,MAE,13.45197094016933
P008,L15,RMSE,18.017669418897512
P008,L15,MAPE,23.68708743522408
P008,L16,MAE,16.890230995248707
P008,L16,RMSE,19.721565061019422
P008,L16,MAPE,30.35185309797551
P008,L17,MAE,17.92420179448263
P008,L17,RMSE,23.32033048843774
P008,L17,MAPE,22.80228961883942
P008,L18,MAE,17.412646187493202
P008,L18,RMSE,23.11557445042386
P008,L18,MAPE,23.35325049785899
P008,L19,MAE,13.134525180795523
P008,L19,RMSE,18.788509665075754
P008,L19,MAPE,16.330781113915894
P008,L20,MAE,14.229880559561893
P008,L20,RMSE,20.09624764421942
P008,L20,MAPE,18.66567590412875
P009,L01,MAE,17.660480631677572
P009,L01,RMSE,22.075074727072597
P009,L01,MAPE,23.285431826828383
P009,L02,MAE,13.837599272481475
P009,L02,RMSE,16.58939269617858
P009,L02,MAPE,24.936933100047654
P009,L03,MAE,19.173495107338635
P009,L03,RMSE,24.112870812320914
P009,L03,MAPE,24.876706222212004
P009,L04,MAE,13.970919422480637
P009,L04,RMSE,18.2673234654817
P009,L04,MAPE,21.070116352399314
P009,L05,MAE,16.90672724226943
P009,L05,RMSE,23.080256939414664
P009,L05,MAPE,23.49175676788676
P009,L06,MAE,10.688928695498491
P009,L06,RMSE,13.131681113705342
P009,L06,MAPE,22.70079181935653
P009,L07,MAE,15.85132038837519
P009,L07,RMSE,20.115395562633424
P009,L07,MAPE,24.882854425368624
P009,L08,MAE,14.17940886651196
P009,L08,RMSE,19.944355684110725
P009,L08,MAPE,21.18172721474194
P009,L09,MAE,14.58728096547147
P009,L09,RMSE,22.134813323650842
P009,L09,MAPE,16.77412418927987
P009,L10,MAE,13.056247922530762
P009,L10,RMSE,18.229676129025847
P009,L10,MAPE,18.487075254221843
P009,L11,MAE,17.19573352567878
P009,L11,RMSE,22.077436418850574
P009,L11,MAPE,26.144367006360763
P009,L12,MAE,14.112388932564135
P009,L12,RMSE,18.053866427524614
P009,L12,MAPE,21.74315378695782
P009,L13,MAE,10.305393362539323
P009,L13,RMSE,12.50007699738327
P009,L13,MAPE,19.31973180440808
P009,L14,MAE,14.404436608868844
P009,L14,RMSE,18.81144145949593
P009,L14,MAPE,25.063080046879065
P009,L15,MAE,16.449522850715542
P009,L15,RMSE,18.927230589937622
P009,L15,MAPE,30.463614191936582
P009,L16,MAE,12.324104644638336
P009,L16,RMSE,14.130037151067151
P009,L16,MAPE,20.771729272159366
P009,L17,MAE,14.482307967113252
P009,L17,RMSE,19.486348974328003
P009,L17,MAPE,23.432073856566173
P009,L18,MAE,15.199253519768043
P009,L18,RMSE,22.079488976921123
P009,L18,MAPE,19.17092012377301
P009,L19,MAE,12.340265163411262
P009,L19,RMSE,15.25522844597165
P009,L19,MAPE,21.07894413720742
P009,L20,MAE,16.24894599675846
P009,L20,RMSE,20.314426718938446
P009,L20,MAPE,28.183388299092005
P010,L01,MAE,14.01400345174564
P010,L01,RMSE,16.95915377765623
P010,L01,MAPE,25.08293147681687
P010,L02,MAE,15.917816376232402
P010,L02,RMSE,21.232189817262732
P010,L02,MAPE,22.607394637249417
P010,L03,MAE,16.81054323857717
P010,L03,RMSE,19.664876562214374
P010,L03,MAPE,27.882950294933234
P010,L04,MAE,17.137418330638184
P010,L04,RMSE,23.2564145449595
P010,L04,MAPE,19.00092166632618
P010,L05,MAE,13.293383165324428
P010,L05,RMSE,18.57612745597741
P010,L05,MAPE,21.142181308222092
P010,L06,MAE,12.933889486120373
P010,L06,RMSE,15.66959177875669
P010,L06,MAPE,24.029353489019226
P010,L07,MAE,11.998657938909325
P010,L07,RMSE,14.700209393589358
P010,L07,MAPE,17.92551496994998
P010,L08,MAE,11.164734929525277
P010,L08,RMSE,13.992998598807043
P010,L08,MAPE,18.305200494528286
P010,L09,MAE,15.29732362527411
P010,L09,RMSE,19.412407985410876
P010,L09,MAPE,23.331249849165502
P010,L10,MAE,17.69050489135227
P010,L10,RMSE,21.181237325144057
P010,L10,MAPE,26.372799626788268
P010,L11,MAE,12.681356274670945
P010,L11,RMSE,17.086749396208432
P010,L11,MAPE,18.29643151972024
P010,L12,MAE,15.237250633779327
P010,L12,RMSE,17.631715831656038
P010,L12,MAPE,29.51446085014668
P010,L13,MAE,16.75964477482953
P010,L13,RMSE,21.562657725657218
P010,L13,MAPE,27.302249258299216
P010,L14,MAE,15.161017315036
P010,L14,RMSE,20.343496197973888
P010,L14,MAPE,22.51896210963222
P010,L15,MAE,16.32192020125595
P010,L15,RMSE,20.99856850003231
P010,L15,MAPE,25.74890926869793
P010,L16,MAE,14.856132573186336
P010,L16,RMSE,18.55775306594614
P010,L16,MAPE,23.846371147847513
P010,L17,MAE,14.889081085185792
P010,L17,RMSE,17.502179279468216
P010,L17,MAPE,24.633827721625657
P010,L18,MAE,13.489589815755282
P010,L18,RMSE,16.272938180106067
P010,L18,MAPE,24.76624968169161
P010,L19,MAE,13.649103773201576
P010,L19,RMSE,18.130096245039123
P010,L19,MAPE,19.531447121807833
P010,L20,MAE,16.360493403683375
P010,L20,RMSE,20.56510675837589
P010,L20,MAPE,21.688156880943325
P011,L01,MAE,14.818278144268117
P011,L01,RMSE,18.187997344503955
P011,L01,MAPE,24.508302221910768
P011,L02,MAE,14.093460409639055
P011,L02,RMSE,18.437322348500352
P011,L02,MAPE,25.226933836224852
P011,L03,MAE,13.264338837276545
P011,L03,RMSE,19.485763084825294
P011,L03,MAPE,19.587027994764775
P011,L04,MAE,10.854354651264664
P011,L04,RMSE,12.906571858663892
P011,L04,MAPE,19.047378111567486
P011,L05,MAE,12.407790852173706
P011,L05,RMSE,15.011205438715328
P011,L05,MAPE,23.299893258584348
P011,L06,MAE,14.351761885031397
P011,L06,RMSE,17.76659211482379
P011,L06,MAPE,22.286953596076064
P011,L07,MAE,16.14459236560322
P011,L07,RMSE,20.63267616461658
P011,L07,MAPE,26.159587817888525
P011,L08,MAE,11.699550505971063
P011,L08,RMSE,14.873716405573603
P011,L08,MAPE,18.504704685638966
P011,L09,MAE,12.773309846763645
P011,L09,RMSE,15.654089808555067
P011,L09,MAPE,22.15630169644388
P011,L10,MAE,12.944295222356294
P011,L10,RMSE,14.998784362638743
P011,L10,MAPE,24.62926354628987
P011,L11,MAE,13.66602942060492
P011,L11,RMSE,17.25092239306331
P011,L11,MAPE,24.385357879996725
P011,L12,MAE,14.417000646120382
P011,L12,RMSE,19.31447853688564
P011,L12,MAPE,23.902978042554786
P011,L13,MAE,11.091705651398446
P011,L13,RMSE,14.916188712123681
P011,L13,MAPE,16.98028000619493
P011,L14,MAE,17.487799434117626
P011,L14,RMSE,25.661970518391712
P011,L14,MAPE,17.09976027222582
P011,L15,MAE,13.565928854411558
P011,L15,RMSE,15.329276375746698
P011,L15,MAPE,23.19806037285297
P011,L16,MAE,12.31236071419666
P011,L16,RMSE,16.003516060914706
P011,L16,MAPE,20.253905703537182
P011,L17,MAE,15.446631678698996
P011,L17,RMSE,21.316940077486866
P011,L17,MAPE,18.917603363054116
P011,L18,MAE,17.44197873992102
P011,L18,RMSE,20.69596126210651
P011,L18,MAPE,25.47660083285929
P011,L19,MAE,11.836996967376354
P011,L19,RMSE,15.083917835725853
P011,L19,MAPE,17.405037987254676
P011,L20,MAE,16.10368659746541
P011,L20,RMSE,20.549477502903073
P011,L20,MAPE,24.040255362645475
P012,L01,MAE,12.34517546577921
P012,L01,RMSE,15.07394999686196
P012,L01,MAPE,19.385399171532615
P012,L02,MAE,12.995216856447502
P012,L02,RMSE,16.77815995197823
P012,L02,MAPE,20.087029399715682
P012,L03,MAE,12.197124222260888
P012,L03,RMSE,15.031607399862242
P012,L03,MAPE,21.137260573277214
P012,L04,MAE,14.41956805650764
P012,L04,RMSE,16.424866119668213
P012,L04,MAPE,27.352162493327025
P012,L05,MAE,11.429288277410143
P012,L05,RMSE,13.770635853675689
P012,L05,MAPE,21.01174340222555
P012,L06,MAE,12.123821421126747
P012,L06,RMSE,15.746245497878336
P012,L06,MAPE,20.32780184908951
P012,L07,MAE,14.312359011132665
P012,L07,RMSE,19.80184352163289
P012,L07,MAPE,21.387191043891935
P012,L08,MAE,16.136258034701235
P012,L08,RMSE,21.821108363955048
P012,L08,MAPE,20.379511930499344
P012,L09,MAE,13.644398859681921
P012,L09,RMSE,18.933041722367886
P012,L09,MAPE,21.781017870665742
P012,L10,MAE,13.572511077098339
P012,L10,RMSE,17.744320232303263
P012,L10,MAPE,21.637173445824537
P012,L11,MAE,15.01607420721478
P012,L11,RMSE,19.919346344958974
P012,L11,MAPE,19.80959203141793
P012,L12,MAE,16.04375232549498
P012,L12,RMSE,20.50546575998749
P012,L12,MAPE,25.453040998200233
P012,L13,MAE,17.705752063022878
P012,L13,RMSE,24.90922820923359
P012,L13,MAPE,22.88318472036033
P012,L14,MAE,15.149233543932123
P012,L14,RMSE,21.884389310777227
P012,L14,MAPE,21.145077826059357
P012,L15,MAE,13.716917225560264
P012,L15,RMSE,17.073410647670475
P012,L15,MAPE,25.144547851141848
P012,L16,MAE,15.210724932034536
P012,L16,RMSE,23.52079473068375
P012,L16,MAPE,17.51736585833355
P012,L17,MAE,13.531662413083362
P012,L17,RMSE,15.17101088097447
P012,L17,MAPE,26.68275181825618
P012,L18,MAE,17.833909861050874
P012,L18,RMSE,24.033783346363844
P012,L18,MAPE,20.036919090286677
P012,L19,MAE,15.558474356541534
P012,L19,RMSE,18.4732742354301
P012,L19,MAPE,24.723599232257108
P012,L20,MAE,16.88008254761758
P012,L20,RMSE,22.30715658105593
P012,L20,MAPE,25.240512003011762
P013,L01,MAE,13.261239667466457
P013,L01,RMSE,20.06907939274872
P013,L01,MAPE,19.709205198264172
P013,L02,MAE,13.43263894033833
P013,L02,RMSE,18.382623417666064
P013,L02,MAPE,21.14596064087514
P013,L03,MAE,14.015730566740274
P013,L03,RMSE,18.79849205858885
P013,L03,MAPE,25.483806648495495
P013,L04,MAE,13.155413413684501
P013,L04,RMSE,19.296630421849446
P013,L04,MAPE,18.668105858270803
P013,L05,MAE,15.356585905157207
P013,L05,RMSE,21.118752323223408
P013,L05,MAPE,21.509483593784022
P013,L06,MAE,18.626631573460667
P013,L06,RMSE,23.238955550044285
P013,L06,MAPE,23.021466800809513
P013,L07,MAE,13.51030209160469
P013,L07,RMSE,16.198416572421948
P013,L07,MAPE,22.39807264394687
P013,L08,MAE,12.95025949886459
P013,L08,RMSE,17.206847836486475
P013,L08,MAPE,20.48660020218563
P013,L09,MAE,16.174245200035216
P013,L09,RMSE,22.383376432793153
P013,L09,MAPE,22.487133426255948
P013,L10,MAE,16.88703046250473
