product_id,location_id,current_stock,avg_daily_demand,avg_lead_time_days,safety_stock,reorder_point,reorder_quantity,inventory_status
P004,L12,639,55.18718381112985,12,121,783,1665,Reorder Needed
P004,L13,439,56.36256323777403,12,123,799,1665,Reorder Needed
P004,L14,605,55.270657672849914,12,124,787,1665,Reorder Needed
P004,L15,684,55.96543001686341,12,128,799,1665,Reorder Needed
P004,L16,632,54.72259696458685,12,122,778,1665,Reorder Needed
P004,L17,552,54.64755480607083,12,122,777,1665,Reorder Needed
P004,L18,431,55.54047217537943,12,122,788,1665,Reorder Needed
P004,L19,647,55.585160202360875,12,125,792,1665,Reorder Needed
P004,L20,613,56.604553119730184,12,118,797,1665,Reorder Needed
P005,L01,317,55.035413153457,12,126,786,1665,Reorder Needed
P005,L02,239,54.95868465430017,12,127,786,1665,Reorder Needed
P005,L03,559,55.48735244519393,12,125,790,1665,Reorder Needed
P005,L04,420,55.59106239460371,12,123,790,1665,Reorder Needed
P005,L05,595,55.03204047217538,12,122,782,1665,Reorder Needed
P005,L06,658,54.27908937605396,12,126,777,1665,Reorder Needed
P005,L07,689,55.97976391231029,12,124,795,1665,Reorder Needed
P005,L08,386,55.488195615514336,12,124,789,1665,Reorder Needed
P005,L09,576,55.07504215851602,12,127,787,1665,Reorder Needed
P005,L10,716,56.195615514333895,12,127,801,1665,Reorder Needed
P005,L11,635,56.085160202360875,12,122,795,1665,Reorder Needed
P005,L12,723,55.508431703204046,12,126,792,1665,Reorder Needed
P005,L13,339,54.3389544688027,12,130,782,1665,Reorder Needed
P005,L14,587,55.55902192242833,12,123,789,1665,Reorder Needed
P005,L15,367,54.72428330522766,12,127,783,1665,Reorder Needed
P005,L16,119,56.008431703204046,12,126,798,1665,Critical (Below Safety Stock)
P005,L17,387,56.02276559865093,12,117,789,1665,Reorder Needed
P005,L18,388,55.749578414839796,12,125,793,1665,Reorder Needed
P005,L19,599,55.68381112984823,12,125,793,1665,Reorder Needed
P005,L20,507,55.715008431703204,12,121,789,1665,Reorder Needed
P006,L01,468,55.61382799325464,12,127,794,1665,Reorder Needed
P006,L02,504,54.676222596964585,12,128,784,1665,Reorder Needed
P006,L03,456,55.02107925801012,12,121,781,1665,Reorder Needed
P006,L04,369,55.713322091062395,12,125,793,1665,Reorder Needed
P006,L05,272,56.41399662731872,12,120,796,1665,Reorder Needed
P006,L06,479,55.877740303541316,12,127,797,1665,Reorder Needed
P006,L07,539,55.32715008431703,12,123,786,1665,Reorder Needed
P006,L08,583,55.360033726812816,12,129,793,1665,Reorder Needed
P006,L09,456,55.509274873524454,12,126,792,1665,Reorder Needed
P006,L10,415,55.47892074198988,12,120,785,1665,Reorder Needed
P006,L11,591,55.417369308600335,12,124,789,1665,Reorder Needed
P006,L12,493,54.66610455311973,12,126,781,1665,Reorder Needed
P006,L13,516,55.57335581787521,12,124,790,1665,Reorder Needed
P006,L14,709,56.03962900505902,12,123,795,1665,Reorder Needed
P006,L15,583,54.92917369308601,12,120,779,1665,Reorder Needed
P006,L16,469,56.357504215851606,12,124,800,1665,Reorder Needed
P006,L17,583,55.77318718381113,12,124,793,1665,Reorder Needed
P006,L18,713,56.13490725126476,12,124,797,1665,Reorder Needed
P006,L19,545,55.27403035413153,12,122,785,1665,Reorder Needed
P006,L20,657,55.822091062394605,12,121,790,1665,Reorder Needed
P007,L01,514,54.453625632377744,12,123,776,1665,Reorder Needed
P007,L02,353,55.09780775716695,12,123,784,1665,Reorder Needed
P007,L03,626,56.14755480607083,12,121,794,1665,Reorder Needed
P007,L04,208,55.50168634064081,12,121,787,1665,Reorder Needed
P007,L05,409,55.569139966273184,12,127,793,1665,Reorder Needed
P007,L06,198,54.96121416526138,12,125,784,1665,Reorder Needed
P007,L07,503,55.45868465430017,12,120,785,1665,Reorder Needed
P007,L08,446,55.59106239460371,12,125,792,1665,Reorder Needed
P007,L09,448,55.96964586846543,12,120,791,1665,Reorder Needed
P007,L10,550,55.1610455311973,12,126,787,1665,Reorder Needed
P007,L11,303,54.90640809443508,12,125,783,1665,Reorder Needed
P007,L12,555,55.080944350758855,12,122,782,1665,Reorder Needed
P007,L13,507,55.56239460370995,12,122,788,1665,Reorder Needed
P007,L14,539,55.24789207419899,12,121,783,1665,Reorder Needed
P007,L15,458,55.41821247892074,12,120,785,1665,Reorder Needed
P007,L16,433,55.73777403035413,12,125,793,1665,Reorder Needed
P007,L17,622,55.807757166947724,12,127,796,1665,Reorder Needed
P007,L18,432,55.179595278246204,12,126,788,1665,Reorder Needed
P007,L19,272,56.10961214165261,12,124,797,1665,Reorder Needed
P007,L20,665,56.045531197301855,12,122,794,1665,Reorder Needed
P008,L01,236,55.0362563237774,12,122,782,1665,Reorder Needed
P008,L02,639,56.29342327150084,12,120,795,1665,Reorder Needed
P008,L03,1008,55.6433389544688,12,124,791,1665,Optimal
P008,L04,917,54.842327150084316,12,121,779,1665,Optimal
P008,L05,676,55.52276559865093,12,123,789,1665,Reorder Needed
P008,L06,496,54.92495784148398,12,125,784,1665,Reorder Needed
P008,L07,511,55.914839797639125,12,127,797,1665,Reorder Needed
P008,L08,455,55.81450252951096,12,126,795,1665,Reorder Needed
P008,L09,613,56.007588532883645,12,126,798,1665,Reorder Needed
P008,L10,305,55.72849915682968,12,119,787,1665,Reorder Needed
P008,L11,689,55.13322091062395,12,125,786,1665,Reorder Needed
P008,L12,674,55.75885328836425,12,125,794,1665,Reorder Needed
P008,L13,735,54.86256323777403,12,124,782,1665,Reorder Needed
P008,L14,527,56.268971332209105,12,123,798,1665,Reorder Needed
P008,L15,573,54.9097807757167,12,126,784,1665,Reorder Needed
P008,L16,471,55.064080944350756,12,124,784,1665,Reorder Needed
P008,L17,480,55.579258010118046,12,125,791,1665,Reorder Needed
P008,L18,523,55.52866779089376,12,124,790,1665,Reorder Needed
P008,L19,382,55.672006745362566,12,122,790,1665,Reorder Needed
P008,L20,602,54.81534569983137,12,129,786,1665,Reorder Needed
P009,L01,484,54.250421585160204,12,130,781,1665,Reorder Needed
P009,L02,504,55.31365935919056,12,127,790,1665,Reorder Needed
P009,L03,635,55.12310286677909,12,126,787,1665,Reorder Needed
P009,L04,653,56.119730185497474,12,120,793,1665,Reorder Needed
P009,L05,793,55.360033726812816,12,128,792,1665,Optimal
P009,L06,530,55.658516020236085,12,122,789,1665,Reorder Needed
P009,L07,442,55.00252951096122,12,122,782,1665,Reorder Needed
P009,L08,519,54.92327150084317,12,123,782,1665,Reorder Needed
P009,L09,646,55.20489038785835,12,121,783,1665,Reorder Needed
P009,L10,531,55.6247892074199,12,126,793,1665,Reorder Needed
P009,L11,454,54.83052276559865,12,127,784,1665,Reorder Needed
P009,L12,626,54.79679595278246,12,121,778,1665,Reorder Needed
P009,L13,431,56.11804384485666,12,122,795,1665,Reorder Needed
P009,L14,607,56.1247892074199,12,119,792,1665,Reorder Needed
P009,L15,476,55.20067453625632,12,131,793,1665,Reorder Needed
P009,L16,618,55.0893760539629,12,121,782,1665,Reorder Needed
P009,L17,732,56.36424957841484,12,127,803,1665,Reorder Needed
P009,L18,672,55.843170320404724,12,130,800,1665,Reorder Needed
P009,L19,323,56.064924114671165,12,124,796,1665,Reorder Needed
P009,L20,393,55.915682967959526,12,117,787,1665,Reorder Needed
P010,L01,478,55.44350758853288,12,117,782,1665,Reorder Needed
P010,L02,337,56.48060708263069,12,126,803,1665,Reorder Needed
P010,L03,546,56.53709949409781,12,125,803,1665,Reorder Needed
P010,L04,643,56.53709949409781,12,124,802,1665,Reorder Needed
P010,L05,448,56.42748735244519,12,124,801,1665,Reorder Needed
P010,L06,455,54.8920741989882,12,120,778,1665,Reorder Needed
P010,L07,207,54.96627318718381,12,125,784,1665,Reorder Needed
P010,L08,230,55.473861720067454,12,123,788,1665,Reorder Needed
P010,L09,476,55.50337268128162,12,124,790,1665,Reorder Needed
P010,L10,767,55.13743676222597,12,122,783,1665,Reorder Needed
P010,L11,468,54.766441821247895,12,129,786,1665,Reorder Needed
P010,L12,506,54.84738617200674,12,126,784,1665,Reorder Needed
P010,L13,469,55.70320404721754,12,125,793,1665,Reorder Needed
P010,L14,543,55.59612141652614,12,129,796,1665,Reorder Needed
P010,L15,425,55.398819561551434,12,122,786,1665,Reorder Needed
P010,L16,445,55.247048903878586,12,125,787,1665,Reorder Needed
P010,L17,169,55.52360876897133,12,128,794,1665,Reorder Needed
P010,L18,919,55.915682967959526,12,117,787,1665,Optimal
P010,L19,584,56.1079258010118,12,123,796,1665,Reorder Needed
P010,L20,425,55.154300168634066,12,126,787,1665,Reorder Needed
P011,L01,406,55.15177065767285,12,123,784,1665,Reorder Needed
P011,L02,506,55.419055649241145,12,117,782,1665,Reorder Needed
P011,L03,591,55.51939291736931,12,122,788,1665,Reorder Needed
P011,L04,558,55.18296795952782,12,125,787,1665,Reorder Needed
P011,L05,575,56.15935919055649,12,122,795,1665,Reorder Needed
P011,L06,618,55.46121416526138,12,125,790,1665,Reorder Needed
P011,L07,602,55.61129848229342,12,126,793,1665,Reorder Needed
P011,L08,653,54.38364249578415,12,128,780,1665,Reorder Needed
P011,L09,257,55.464586846543,12,124,789,1665,Reorder Needed
P011,L10,431,55.62816188870152,12,125,792,1665,Reorder Needed
P011,L11,422,55.62310286677909,12,123,790,1665,Reorder Needed
P011,L12,217,55.98397976391231,12,128,799,1665,Reorder Needed
P011,L13,564,56.009274873524454,12,121,793,1665,Reorder Needed
P011,L14,575,54.70320404721754,12,129,785,1665,Reorder Needed
P011,L15,215,55.75969645868465,12,121,790,1665,Reorder Needed
P011,L16,581,54.464586846543,12,133,786,1665,Reorder Needed
P011,L17,533,55.417369308600335,12,123,788,1665,Reorder Needed
P011,L18,744,55.63406408094435,12,118,785,1665,Reorder Needed
P011,L19,622,55.56239460370995,12,123,789,1665,Reorder Needed
P011,L20,503,54.98397976391231,12,126,785,1665,Reorder Needed
P012,L01,569,56.0185497470489,12,128,800,1665,Reorder Needed
P012,L02,364,55.44182124789207,12,121,786,1665,Reorder Needed
P012,L03,463,55.172006745362566,12,126,788,1665,Reorder Needed
P012,L04,520,55.33220910623946,12,123,786,1665,Reorder Needed
P012,L05,567,54.69898819561551,12,129,785,1665,Reorder Needed
P012,L06,554,55.679595278246204,12,126,794,1665,Reorder Needed
P012,L07,639,54.94182124789207,12,127,786,1665,Reorder Needed
P012,L08,572,55.101180438448566,12,125,786,1665,Reorder Needed
P012,L09,461,56.845699831365934,12,122,804,1665,Reorder Needed
P012,L10,817,54.974704890387855,12,121,780,1665,Optimal
P012,L11,487,55.658516020236085,12,125,792,1665,Reorder Needed
P012,L12,525,54.84907251264755,12,126,784,1665,Reorder Needed
P012,L13,383,56.325463743676224,12,127,802,1665,Reorder Needed
P012,L14,232,55.87689713322091,12,123,793,1665,Reorder Needed
P012,L15,580,55.66526138279932,12,126,793,1665,Reorder Needed
P012,L16,713,55.22175379426644,12,123,785,1665,Reorder Needed
P012,L17,446,55.40809443507589,12,125,789,1665,Reorder Needed
P012,L18,740,55.62984822934233,12,125,792,1665,Reorder Needed
P012,L19,476,54.00084317032041,12,125,773,1665,Reorder Needed
P012,L20,433,54.98313659359191,12,123,782,1665,Reorder Needed
P013,L01,374,56.233558178752105,12,120,794,1665,Reorder Needed
P013,L02,396,55.67032040472176,12,123,791,1665,Reorder Needed
P013,L03,589,56.3920741989882,12,122,798,1665,Reorder Needed
P013,L04,414,55.84822934232715,12,125,795,1665,Reorder Needed
P013,L05,590,54.81703204047218,12,123,780,1665,Reorder Needed
P013,L06,597,55.01517706576728,12,124,784,1665,Reorder Needed
P013,L07,334,56.084317032040474,12,120,793,1665,Reorder Needed
P013,L08,572,55.68465430016863,12,126,794,1665,Reorder Needed
P013,L09,302,55.4468802698145,12,126,791,1665,Reorder Needed
P013,L10,433,55.36509274873524,12,125,789,1665,Reorder Needed
P013,L11,712,54.68128161888701,12,126,782,1665,Reorder Needed
P013,L12,729,55.604553119730184,12,123,790,1665,Reorder Needed
P013,L13,716,54.97807757166948,12,124,783,1665,Reorder Needed
P013,L14,371,55.28920741989882,12,126,789,1665,Reorder Needed
P013,L15,527,56.326306913996625,12,125,800,1665,Reorder Needed
P013,L16,436,54.74620573355818,12,125,781,1665,Reorder Needed
P013,L17,523,55.10623946037099,12,121,782,1665,Reorder Needed
P013,L18,559,55.433389544688026,12,124,789,1665,Reorder Needed
P013,L19,485,55.71753794266442,12,125,793,1665,Reorder Needed
P013,L20,582,54.29426644182125,12,125,776,1665,Reorder Needed
P014,L01,455,56.01602023608769,12,125,797,1665,Reorder Needed
P014,L02,649,55.74789207419899,12,121,789,1665,Reorder Needed
P014,L03,482,55.79848229342327,12,125,794,1665,Reorder Needed
P014,L04,602,54.657672849915684,12,129,784,1665,Reorder Needed
P014,L05,561,55.33558178752108,12,127,791,1665,Reorder Needed
P014,L06,695,54.38785834738617,12,123,775,1665,Reorder Needed
P014,L07,561,55.11804384485666,12,126,787,1665,Reorder Needed
P014,L08,602,55.96711635750422,12,122,793,1665,Reorder Needed
P014,L09,281,55.59612141652614,12,123,790,1665,Reorder Needed
P014,L10,437,54.64586846543002,12,124,779,1665,Reorder Needed
P014,L11,443,55.02192242833052,12,127,787,1665,Reorder Needed
P014,L12,178,55.61045531197302,12,126,793,1665,Reorder Needed
P014,L13,510,55.8566610455312,12,118,788,1665,Reorder Needed
P014,L14,570,56.22512647554806,12,122,796,1665,Reorder Needed
P014,L15,548,55.48650927487353,12,121,786,1665,Reorder Needed
P014,L16,464,55.73608768971332,12,123,791,1665,Reorder Needed
P014,L17,787,54.881112984822934,12,128,786,1665,Optimal
P014,L18,521,55.44097807757167,12,122,787,1665,Reorder Needed
P014,L19,290,55.81534569983137,12,121,790,1665,Reorder Needed
P014,L20,657,55.49831365935919,12,119,784,1665,Reorder Needed
P015,L01,516,54.54300168634064,12,125,779,1665,Reorder Needed
P015,L02,678,56.11635750421585,12,122,795,1665,Reorder Needed
P015,L03,581,55.11467116357504,12,124,785,1665,Reorder Needed
P015,L04,444,55.27487352445194,12,124,787,1665,Reorder Needed
P015,L05,345,55.154300168634066,12,121,782,1665,Reorder Needed
P015,L06,820,56.22428330522766,12,127,801,1665,Optimal
P015,L07,225,54.37352445193929,12,126,778,1665,Reorder Needed
P015,L08,335,55.338111298482296,12,126,790,1665,Reorder Needed
P015,L09,690,55.61551433389545,12,129,796,1665,Reorder Needed
P015,L10,415,55.35413153456998,12,126,790,1665,Reorder Needed
P015,L11,535,56.343170320404724,12,126,802,1665,Reorder Needed
P015,L12,411,55.90472175379426,12,125,795,1665,Reorder Needed
P015,L13,455,54.453625632377744,12,126,779,1665,Reorder Needed
P015,L14,445,55.24620573355818,12,125,787,1665,Reorder Needed
P015,L15,553,56.140809443507585,12,129,802,1665,Reorder Needed
P015,L16,324,55.98060708263069,12,119,790,1665,Reorder Needed
P015,L17,515,54.68549747048904,12,131,787,1665,Reorder Needed
P015,L18,695,56.12141652613828,12,122,795,1665,Reorder Needed
P015,L19,611,55.16526138279932,12,124,785,1665,Reorder Needed
P015,L20,670,54.72259696458685,12,124,780,1665,Reorder Needed
P016,L01,251,55.20573355817875,12,130,792,1665,Reorder Needed
P016,L02,497,56.05564924114671,12,120,792,1665,Reorder Needed
P016,L03,684,54.86677908937605,12,126,784,1665,Reorder Needed
P016,L04,483,55.6079258010118,12,118,785,1665,Reorder Needed
P016,L05,406,55.598650927487355,12,129,796,1665,Reorder Needed
P016,L06,621,55.14586846543002,12,123,784,1665,Reorder Needed
P016,L07,403,55.61720067453626,12,122,789,1665,Reorder Needed
P016,L08,527,55.285834738617204,12,125,788,1665,Reorder Needed
P016,L09,382,55.23946037099494,12,126,788,1665,Reorder Needed
P016,L10,455,54.76222596964587,12,128,785,1665,Reorder Needed
P016,L11,477,56.434232715008434,12,121,798,1665,Reorder Needed
P016,L12,894,54.395446880269816,12,125,777,1665,Optimal
P016,L13,679,56.160202360876895,12,123,796,1665,Reorder Needed
P016,L14,466,56.235244519392914,12,125,799,1665,Reorder Needed
P016,L15,476,56.32883642495784,12,126,801,1665,Reorder Needed
P016,L16,654,55.68128161888701,12,121,789,1665,Reorder Needed
P016,L17,674,55.35497470489039,12,122,786,1665,Reorder Needed
P016,L18,745,55.22344013490725,12,121,783,1665,Reorder Needed
P016,L19,332,54.697301854974704,12,125,781,1665,Reorder Needed
P016,L20,336,54.895446880269816,12,127,785,1665,Reorder Needed
P017,L01,409,55.22596964586847,12,128,790,1665,Reorder Needed
P017,L02,635,54.37689713322091,12,130,782,1665,Reorder Needed
P017,L03,542,54.618887015177066,12,127,782,1665,Reorder Needed
P017,L04,479,54.66779089376054,12,128,784,1665,Reorder Needed
P017,L05,467,55.75969645868465,12,126,795,1665,Reorder Needed
P017,L06,450,55.49915682967959,12,122,787,1665,Reorder Needed
P017,L07,515,55.025295109612145,12,127,787,1665,Reorder Needed
P017,L08,451,55.286677908937605,12,126,789,1665,Reorder Needed
P017,L09,468,55.00168634064081,12,122,782,1665,Reorder Needed
P017,L10,381,55.55480607082631,12,128,794,1665,Reorder Needed
P017,L11,331,54.77318718381113,12,124,781,1665,Reorder Needed
P017,L12,618,55.844013490725125,12,126,796,1665,Reorder Needed
P017,L13,620,55.37858347386172,12,126,790,1665,Reorder Needed
P017,L14,299,55.77318718381113,12,120,789,1665,Reorder Needed
P017,L15,504,56.33726812816189,12,122,798,1665,Reorder Needed
P017,L16,632,55.74283305227656,12,128,796,1665,Reorder Needed
P017,L17,226,55.29679595278246,12,128,791,1665,Reorder Needed
P017,L18,639,55.73861720067454,12,121,789,1665,Reorder Needed
P017,L19,318,56.968802698145026,12,119,802,1665,Reorder Needed
P017,L20,413,55.83220910623946,12,124,793,1665,Reorder Needed
P018,L01,641,56.20910623946037,12,121,795,1665,Reorder Needed
P018,L02,597,55.3752107925801,12,125,789,1665,Reorder Needed
P018,L03,503,55.23946037099494,12,126,788,1665,Reorder Needed
P018,L04,390,55.06998313659359,12,127,787,1665,Reorder Needed
P018,L05,906,56.03709949409781,12,122,794,1665,Optimal
P018,L06,536,56.102866779089375,12,129,802,1665,Reorder Needed
P018,L07,613,55.25379426644182,12,122,785,1665,Reorder Needed
P018,L08,565,55.286677908937605,12,122,785,1665,Reorder Needed
P018,L09,448,54.81871838111299,12,124,781,1665,Reorder Needed
P018,L10,673,56.154300168634066,12,124,797,1665,Reorder Needed
P018,L11,609,55.94097807757167,12,122,793,1665,Reorder Needed
P018,L12,577,55.804384485666105,12,126,795,1665,Reorder Needed
P018,L13,319,55.69898819561551,12,122,790,1665,Reorder Needed
P018,L14,615,54.676222596964585,12,125,781,1665,Reorder Needed
P018,L15,580,55.03456998313659,12,126,786,1665,Reorder Needed
P018,L16,418,56.25801011804384,12,123,798,1665,Reorder Needed
P018,L17,569,56.86677908937605,12,124,806,1665,Reorder Needed
P018,L18,619,55.693929173693085,12,127,795,1665,Reorder Needed
P018,L19,521,54.693086003372684,12,123,779,1665,Reorder Needed
P018,L20,424,55.29426644182125,12,123,786,1665,Reorder Needed
P019,L01,531,55.72091062394604,12,122,790,1665,Reorder Needed
P019,L02,491,55.61382799325464,12,124,791,1665,Reorder Needed
P019,L03,434,55.75969645868465,12,130,799,1665,Reorder Needed
P019,L04,630,55.638279932546375,12,122,789,1665,Reorder Needed
P019,L05,362,55.23777403035413,12,123,785,1665,Reorder Needed
P019,L06,235,55.658516020236085,12,125,792,1665,Reorder Needed
P019,L07,850,55.60539629005059,12,126,793,1665,Optimal
P019,L08,244,56.679595278246204,12,119,799,1665,Reorder Needed
P019,L09,604,55.29173693086003,12,122,785,1665,Reorder Needed
P019,L10,282,54.59190556492411,12,125,780,1665,Reorder Needed
P019,L11,539,55.21079258010118,12,127,789,1665,Reorder Needed
P019,L12,323,56.122259696458684,12,121,794,1665,Reorder Needed
P019,L13,408,54.88954468802698,12,125,783,1665,Reorder Needed
P019,L14,573,55.95531197301855,12,122,793,1665,Reorder Needed
P019,L15,602,55.50421585160203,12,126,792,1665,Reorder Needed
P019,L16,649,56.18887015177066,12,124,798,1665,Reorder Needed
P019,L17,432,55.898819561551434,12,125,795,1665,Reorder Needed
P019,L18,300,55.83389544688027,12,122,792,1665,Reorder Needed
P019,L19,525,55.29763912310287,12,128,791,1665,Reorder Needed
P019,L20,633,55.11214165261383,12,125,786,1665,Reorder Needed
P020,L01,849,55.5531197301855,12,126,792,1665,Optimal
P020,L02,567,55.62394603709949,12,126,793,1665,Reorder Needed
P020,L03,471,55.0177065767285,12,127,787,1665,Reorder Needed
P020,L04,446,56.36593591905565,12,123,799,1665,Reorder Needed
P020,L05,498,55.43001686340641,12,123,788,1665,Reorder Needed
P020,L06,351,55.120573355817875,12,131,792,1665,Reorder Needed
P020,L07,644,55.36424957841484,12,126,790,1665,Reorder Needed
P020,L08,718,55.308600337268125,12,128,791,1665,Reorder Needed
P020,L09,573,55.17032040472176,12,124,786,1665,Reorder Needed
P020,L10,523,55.005902192242836,12,125,785,1665,Reorder Needed
P020,L11,568,55.1787521079258,12,123,785,1665,Reorder Needed
P020,L12,587,55.88448566610455,12,126,796,1665,Reorder Needed
P020,L13,559,54.57841483979764,12,128,782,1665,Reorder Needed
P020,L14,519,56.52192242833052,12,121,799,1665,Reorder Needed
P020,L15,645,55.843170320404724,12,127,797,1665,Reorder Needed
P020,L16,719,55.96290050590219,12,122,793,1665,Reorder Needed
P020,L17,494,55.399662731871835,12,126,790,1665,Reorder Needed
P020,L18,238,55.454468802698145,12,123,788,1665,Reorder Needed
P020,L19,726,56.28414839797639,12,123,798,1665,Reorder Needed
P020,L20,684,54.5,12,129,783,1665,Reorder Needed
P021,L01,108,55.807757166947724,12,123,792,1665,Critical (Below Safety Stock)
P021,L02,614,55.21669477234401,12,122,784,1665,Reorder Needed
P021,L03,416,55.21247892074199,12,124,786,1665,Reorder Needed
P021,L04,508,55.8743676222597,12,126,796,1665,Reorder Needed
P021,L05,604,55.40472175379426,12,125,789,1665,Reorder Needed
P021,L06,354,56.24198988195616,12,121,795,1665,Reorder Needed
P021,L07,399,55.72344013490725,12,126,794,1665,Reorder Needed
P021,L08,517,55.657672849915684,12,126,793,1665,Reorder Needed
P021,L09,326,56.86593591905565,12,121,803,1665,Reorder Needed
P021,L10,596,56.284991568296796,12,127,802,1665,Reorder Needed
P021,L11,627,55.68212478920742,12,127,795,1665,Reorder Needed
P021,L12,830,55.45868465430017,12,124,789,1665,Optimal
P021,L13,292,55.50168634064081,12,125,791,1665,Reorder Needed
P021,L14,651,55.55480607082631,12,125,791,1665,Reorder Needed
P021,L15,607,55.584317032040474,12,124,791,1665,Reorder Needed
P021,L16,321,54.61129848229342,12,120,775,1665,Reorder Needed
P021,L17,492,55.10961214165261,12,125,786,1665,Reorder Needed
P021,L18,480,55.90809443507589,12,126,796,1665,Reorder Needed
P021,L19,737,56.12647554806071,12,120,793,1665,Reorder Needed
P021,L20,402,55.13153456998314,12,126,787,1665,Reorder Needed
P022,L01,595,54.494097807757164,12,128,781,1665,Reorder Needed
